steelmillslab bench_14_1 sat 500.6611 850843 0
steelmillslab bench_15_11 timeout 1000.00085 1206086 35
steelmillslab bench_16_10 sat 413.98367 845826 0
steelmillslab bench_19_5 timeout 1000.0018 1492670 28
steiner-tree es10fst03.stp sat 1.4991586 35133 23936808
steiner-tree es10fst10.stp sat 6.9389977 131962 20280160
steiner-tree es20fst08.stp timeout 1000.0007 3074703 80304156
steiner-tree es20fst09.stp timeout 1000.0004 7010952 52917462
steiner-tree es20fst14.stp timeout 1000.00055 4767719 30700185
tc-graph-color k10_31 sat 96.84276 7338923 427
tc-graph-color k10_34 sat 7.7999077 429538 433
tc-graph-color k2_42 timeout 1000.00037 129231014 231
tc-graph-color k5_05 sat 18.636013 1570162 273
tc-graph-color k9_39 timeout 1000.00037 70047604 486
tdtsp inst_10_35_20 timeout 1000.00037 49183271 12537
tdtsp inst_10_42_00 timeout 1000.0003 98648809 15910
tdtsp inst_10_58_20 timeout 1000.00037 33355638 13799
tdtsp inst_20_26_00 timeout 1000.0004 20476212 22674
tdtsp inst_20_36_10 timeout 1000.0004 24072803 21996
team-assignment data1_6_24 timeout 1000.00037 29831757 12202
team-assignment data2_4_15 timeout 1000.0006 60352221 4732
team-assignment data2_5_6 timeout 1000.0004 39277694 953
team-assignment data2_6_12 timeout 1000.0004 44691301 6731
team-assignment data3_6_28 timeout 1000.00037 25776923 6083
train instance.10 timeout 1000.0004 100867186 84150
train instance.16 timeout 1000.00037 105190342 96545
train instance.17 timeout 1000.00037 121212823 40980
train instance.4 timeout 1000.0004 34090771 2850001
train instance.5 timeout 1000.0006 36580944 2850001
traveling-tppv circ14anonbal timeout 1000.00037 4262880 468
traveling-tppv circ20hnonbal timeout 1000.0006 2925408 4001
traveling-tppv circ20inonbal timeout 1000.0006 3507177 1348
traveling-tppv circ8abal timeout 1000.0003 5889923 82
traveling-tppv circ8dbal sat 966.79767 5896897 80
triangular n10 sat 124.10189 34536305 20
triangular n16 timeout 1000.00024 182801823 35
triangular n22 timeout 1000.00037 145449689 48
triangular n28 timeout 1000.0003 84679354 61
triangular n37 timeout 1000.00037 20610061 79
vrplc vrplc11_5_15_s3 timeout 1000.00037 4078177 1031
vrplc vrplc13_11_15_s3 timeout 1000.0004 3671740 1309
vrplc vrplc9_5_10_s1 timeout 1000.00037 5195877 351
vrplc vrplc9_5_10_s3 timeout 1000.00055 5581959 329
vrplc vrplc9_5_15_s3 timeout 1000.00055 4305219 1225
